company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,return_on_assets_pct,return_on_capital_employed_pct,quality_score,quality_rank
BAJAJHLDNG,2024.0,432.7262044653349,91.7743830787309,13.576787656460265,0.0011613545449517945,3764.5,0.026119918356071883,11.302773131167417,0.0,457.60576525296256,4.0
PNB,2014.0,8.172071711375061,,393.3618843683083,10.822269807280515,,3.895840554592721,31.83708838821491,0.0,433.3710444678983,5.0
BAJAJHLDNG,,431.9676860934795,89.67109059434507,,,3804.5,,,,431.9676860934795,
LT,2015.0,5.401995017894244,17.06099272264465,245.11352418558738,0.10760118460019744,2.3542526837324527,30.869375419744795,166.75621222296843,0.0,417.27173142645006,3.0
BAJAJHLDNG,2015.0,387.2137404580153,92.36641221374046,15.149705069812589,0.0,,0.037716835816598286,14.604477074785862,0.0,416.9679226026138,4.0
LT,2019.0,7.555834935660405,16.910220381600354,208.80850194154914,0.0,2.737659278295321,20.29111644657863,153.31632653061226,0.0,369.68066340782184,4.0
LT,2016.0,4.541049425446491,15.314174956982654,216.09411764705882,0.02588235294117647,2.4213654152775765,32.23525661459993,146.38189352884922,0.0,367.01706060135456,5.0
LT,2018.0,6.687666585897746,16.8035560605934,207.3575129533679,0.0,2.7969924812030076,22.42514521266629,149.97189432265316,0.0,364.0170738619188,5.0
LT,2017.0,5.933474824355972,15.20418618266979,206.29770992366412,0.0,2.6484111875823695,24.748019017432647,146.84174779261943,0.0,359.07293254063956,4.0
LT,2020.0,7.489756070731238,16.880482908450897,201.59141376757955,0.1687638786084382,2.501406405952273,16.500510493477027,123.58479863868406,0.0,332.66596847699486,4.0
LICI,2019.0,0.4596611071061123,1.0358560160137742,324.32098765432096,332.59382716049384,,0.16675415179930025,0.07665039803060705,0.0,324.8572991594577,5.0
BAJAJHLDNG,2017.0,293.70546318289786,74.58432304038006,13.879223257380177,0.0,,0.047068030633350105,13.824137738274917,0.0,321.40882417855295,5.0
LT,2021.0,9.502202545981364,17.252664014296325,176.90306681270536,0.1092552026286966,2.6868936170212767,12.701195591257239,120.68933308425183,0.0,307.0946024429386,4.0
LICI,2020.0,0.43149911709867,-1.1061344525772918,270.45908183632736,252.90818363273453,,0.1794493681700332,0.0774322439292835,0.0,270.96801319735533,5.0
PNB,2015.0,7.236707041675221,,223.2425585813806,10.437618746041798,,2.5589703178355663,18.51851851851852,0.0,248.99778414157436,5.0
HINDUNILVR,2013.0,14.216412383350615,84.37268552806991,133.99650959860384,0.008726003490401396,20.302760463045413,2.2332120410188554,31.74826331458816,0.0,179.96118529654262,6.0
NAUKRI,2021.0,125.70921985815602,6.560283687943262,26.278724981467754,0.012045959970348406,150.72727272727272,0.1792752701843611,22.536554354736175,0.0,174.52449919435995,5.0
NESTLEIND,2024.0,16.12281708616873,23.829630236943512,117.75449101796407,0.10329341317365269,41.186206896551724,2.318160220469448,37.37527321106148,0.0,171.2525813151943,5.0
NESTLEIND,2023.0,15.680225870542715,23.376555474223572,121.96014640097602,0.11020740138267589,38.54621848739496,2.130081300813008,33.400155919367414,0.0,171.04052819088616,4.0
INDIGO,2019.0,0.547426044846826,100.52988033828123,120.93023255813952,0.6821705426356589,21.620377358490565,76.39946380697052,41.8230563002681,0.0,163.30071490325443,6.0
HINDUNILVR,2014.0,13.532188547581583,83.72100978312923,111.84619734238055,0.013005371783997738,30.9229797979798,2.125490766322524,28.762541806020064,0.0,154.1409276959822,6.0
HINDUNILVR,2015.0,13.68697610409108,83.07268860252721,108.66650111745717,0.010677924012912838,21.312750601443465,2.2156618156618157,30.325710325710325,0.0,152.67918754725858,6.0
